hi	ar	0.7574394358196669
fa	ar	0.7615192338308275
ko	ar	0.8118457998090048
ja	ar	0.8460150860665245
ta	ar	0.8475407833684367
tr	ar	0.8548421461744452
ru	ar	0.8716992888050168
zh	ar	0.8903858135182722
pl	ar	0.8952078627946505
nl	ar	0.9127379576784046
de	ar	0.9150961827598678
cs	ar	0.9267797626316204
en	ar	0.9315477038632712
fr	ar	0.9489530206951589
es	ar	0.9493735289789541
pl	cs	0.6363276313685082
ru	cs	0.6876080103223069
nl	cs	0.7089998607877712
de	cs	0.7325193409190329
en	cs	0.7351964601590465
ko	cs	0.7483270591767353
tr	cs	0.7527468896434193
fa	cs	0.753602769680397
es	cs	0.7549484081157269
zh	cs	0.760706745906998
fr	cs	0.7759063796450402
ta	cs	0.7829253428714708
hi	cs	0.7857770821025183
ja	cs	0.789602939485031
ar	cs	0.8096552027576609
nl	de	0.6531488603602184
en	de	0.7030745371708315
pl	de	0.720015913753935
ru	de	0.7282480439962591
fr	de	0.7416317776014196
cs	de	0.7455816513996063
es	de	0.7740977293157911
tr	de	0.7811230055697531
fa	de	0.78956854475243
zh	de	0.7917592020895807
hi	de	0.8037301868570744
ar	de	0.8053473506452593
ta	de	0.8140304856865066
ko	de	0.8190978654185298
ja	de	0.8201795733505381
nl	en	0.6222260344195706
es	en	0.6456734906221862
fr	en	0.6601596420732286
de	en	0.6657595845423755
pl	en	0.6937715622048447
cs	en	0.6965113985884951
ru	en	0.7112521530472813
tr	en	0.7285165177706274
zh	en	0.7404673938867806
ko	en	0.7488358634904159
ta	en	0.7695262872849249
hi	en	0.7798958888386894
fa	en	0.7839694371682303
ja	en	0.7841849093227461
ar	en	0.7929237318394475
fr	es	0.5872606391673156
en	es	0.6404347351670596
pl	es	0.6533991247831068
hi	es	0.6673512233789792
nl	es	0.6716412540129252
ja	es	0.6897437695761507
fa	es	0.7017617730243374
ru	es	0.7041469167789598
tr	es	0.7068247385669949
de	es	0.7142609114142329
cs	es	0.7145163986443169
ta	es	0.7268879836935139
ko	es	0.7406476587103656
zh	es	0.7504120446616341
ar	es	0.7792301141132153
ar	fa	0.7290516678697173
hi	fa	0.7483069422263895
tr	fa	0.7727552976184145
ja	fa	0.7855046501955585
ko	fa	0.8088374294310491
zh	fa	0.8165132046375538
es	fa	0.8293369566178769
cs	fa	0.8330082733002676
de	fa	0.8359320950591264
ta	fa	0.8438251680627659
ru	fa	0.8642605930491064
nl	fa	0.8794863886594093
pl	fa	0.8820217234091091
en	fa	0.8859038139594947
fr	fa	0.8957721715052387
es	fr	0.5695436438245801
nl	fr	0.6186119758826111
en	fr	0.6196890686666393
ja	fr	0.64090900068706
pl	fr	0.6518765637761784
tr	fr	0.6524259184806858
ru	fr	0.6579482678726758
de	fr	0.6583931894510713
hi	fr	0.6745451923810082
zh	fr	0.6794465643077281
ta	fr	0.6940650829947907
ko	fr	0.7024973880868008
cs	fr	0.7077220202050626
ar	fr	0.7588676637767198
fa	fr	0.7619490490354549
ar	hi	0.7588733120123136
fa	hi	0.7861987945623918
ja	hi	0.8394388780940643
ta	hi	0.8439129853863994
ko	hi	0.8472798946672362
es	hi	0.8764392453815195
zh	hi	0.8784273253150455
en	hi	0.8958620555833644
tr	hi	0.896717831870446
de	hi	0.9038517415505483
fr	hi	0.9045411422915203
cs	hi	0.9106424179924034
ru	hi	0.9485337185952611
pl	hi	0.9661150915331829
nl	hi	1.0
ko	ja	0.7072206947211167
ta	ja	0.7140806240495097
zh	ja	0.7534590548656384
hi	ja	0.7892769985607548
ar	ja	0.7926905597511301
fa	ja	0.8046627193508387
fr	ja	0.8265144948939771
es	ja	0.8439067426126049
cs	ja	0.8723451085412065
tr	ja	0.875514825550449
de	ja	0.8781766649063469
en	ja	0.8818052831952461
ru	ja	0.9149535147393407
nl	ja	0.9197526113708507
pl	ja	0.9340906598944784
ja	ko	0.7070923935517865
ar	ko	0.7995922239316602
zh	ko	0.801982674091334
hi	ko	0.8314073506745996
fa	ko	0.8446035951474432
tr	ko	0.8585119471029539
cs	ko	0.8625636732253138
ta	ko	0.8668685310234228
en	ko	0.8902416420117701
es	ko	0.9052572518876589
fr	ko	0.9135098095212774
de	ko	0.9154203255134322
ru	ko	0.9254445704267795
pl	ko	0.9374572748785388
nl	ko	0.9885610528216863
de	nl	0.6191840289385149
en	nl	0.6392167968893666
fr	nl	0.6636614182056159
pl	nl	0.678554783139249
ru	nl	0.693835359662377
es	nl	0.6946002216136282
cs	nl	0.6966786855765543
zh	nl	0.7164110409610981
tr	nl	0.71982622288835
ta	nl	0.7434809562751203
ar	nl	0.7708091760072624
fa	nl	0.7827800405128554
ja	nl	0.8186894455494756
ko	nl	0.8341321097326786
hi	nl	0.842744346642836
cs	pl	0.6248174919343598
ru	pl	0.6283168976041533
es	pl	0.6748386397376881
nl	pl	0.6781847163071582
de	pl	0.70306056267827
fr	pl	0.7090262101759494
en	pl	0.7104742824028589
tr	pl	0.7366796838959531
ta	pl	0.755716999919141
ar	pl	0.7834484273444168
zh	pl	0.7896976528204436
fa	pl	0.8104812523440851
ko	pl	0.8206049730762832
hi	pl	0.8405481900535716
ja	pl	0.8425641295544721
pl	ru	0.6400537588238069
cs	ru	0.7012013947986465
nl	ru	0.7145072854059761
de	ru	0.7251425447732641
fr	ru	0.7377134777484966
en	ru	0.7466368858032693
ta	ru	0.7544910150199412
es	ru	0.7554170367158144
zh	ru	0.7598469126026609
tr	ru	0.7701146668300239
ar	ru	0.775910180372804
fa	ru	0.7995193995689174
ko	ru	0.8207289918520939
hi	ru	0.8325269619350145
ja	ru	0.8535316641002708
ja	ta	0.7493543205298175
hi	ta	0.7734723483687094
ar	ta	0.7950368993740519
zh	ta	0.8004074186189567
ru	ta	0.8015626232574797
ko	ta	0.8061946905542599
tr	ta	0.8126693408694761
nl	ta	0.8168749100740373
fa	ta	0.8191167654923386
fr	ta	0.8205759809408428
pl	ta	0.832805321500256
es	ta	0.834611529265362
de	ta	0.8374485288384954
cs	ta	0.8401809481634644
en	ta	0.8507944093983217
fa	tr	0.7452618949022154
fr	tr	0.7552380916384548
ar	tr	0.7676203585836556
nl	tr	0.7709197063538893
pl	tr	0.7736727366491339
ko	tr	0.7816715393379876
es	tr	0.7826708365558908
cs	tr	0.7864593694643978
ta	tr	0.7876157875460627
ru	tr	0.7920064790415742
en	tr	0.7948480193687653
zh	tr	0.801221761797641
de	tr	0.8054321830581727
hi	tr	0.8076748594474
ja	tr	0.8271409885938429
ko	zh	0.7332228520168104
ja	zh	0.7371930614240264
nl	zh	0.7754921959468576
fa	zh	0.7861495407086013
ta	zh	0.7861767768993575
fr	zh	0.7906805539778325
hi	zh	0.7964478027941541
ru	zh	0.8013283728827926
en	zh	0.8054191164420612
tr	zh	0.8118757772493708
ar	zh	0.812087941702051
cs	zh	0.8121362156156482
de	zh	0.8214669256786165
pl	zh	0.8357748015723855
es	zh	0.8404295488360853
